"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
2023,"SE","FT","Data Architect",180000,"USD",180000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",282000,"USD",282000,"US",0,"US","M"
2024,"SE","FT","Analytics Engineer",189000,"USD",189000,"US",100,"US","M"
2024,"SE","FT","Data Engineer",165000,"USD",165000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",164000,"USD",164000,"US",0,"US","M"
2024,"EX","FT","Data Science Director",96000,"EUR",106666,"ES",100,"ES","L"
2023,"SE","FT","Business Intelligence Engineer",130000,"USD",130000,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",115000,"USD",115000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",110000,"USD",110000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",185000,"USD",185000,"US",100,"US","M"
2022,"SE","FT","Data Engineer",135000,"USD",135000,"US",100,"US","M"
2023,"EN","FT","Analytics Engineer",43000,"USD",43000,"HU",0,"HU","L"
2023,"MI","FT","Data Analyst",110000,"USD",110000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",45700,"USD",45700,"US",0,"US","M"
2023,"SE","FT","Data Engineer",96000,"USD",96000,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",230000,"USD",230000,"GB",100,"GB","M"
2024,"MI","FT","Data Product Manager",166363,"USD",166363,"US",0,"US","M"
2023,"SE","FT","Data Analyst",142000,"USD",142000,"US",0,"US","M"
2022,"EN","FL","Data Analytics Consultant",50000,"USD",50000,"BE",100,"US","S"
2023,"MI","FT","Data Scientist",79350,"USD",79350,"US",0,"US","M"
2024,"SE","FT","Data Scientist",215000,"USD",215000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",184700,"USD",184700,"US",0,"US","M"
2023,"SE","FT","Data Scientist",104650,"USD",104650,"US",100,"US","M"
2023,"SE","FT","Data Scientist",308000,"USD",308000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",89000,"USD",89000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",230000,"USD",230000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",122000,"USD",122000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",107730,"USD",107730,"CA",0,"CA","M"
2024,"EN","FT","Data Analyst",96000,"USD",96000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",269500,"USD",269500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",182750,"USD",182750,"US",100,"US","M"
2023,"SE","FT","Data Manager",80000,"USD",80000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",94000,"USD",94000,"CA",100,"CA","M"
2023,"SE","FT","Data Engineer",245000,"USD",245000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",200000,"USD",200000,"US",100,"US","M"
2024,"SE","FT","ML Engineer",220000,"USD",220000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",164000,"USD",164000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",118000,"USD",118000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",153600,"USD",153600,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",212800,"USD",212800,"US",100,"US","M"
2023,"SE","FT","Data Analyst",75000,"USD",75000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",104650,"USD",104650,"US",0,"US","M"
2023,"SE","FT","Data Analyst",82500,"USD",82500,"US",100,"US","M"
2022,"SE","FT","Data Engineer",231250,"USD",231250,"US",100,"US","M"
2023,"SE","FT","Data Engineer",178000,"USD",178000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",192000,"USD",192000,"CA",0,"CA","M"
2024,"SE","FT","Data Lead",54000,"GBP",67500,"GB",0,"GB","M"
2024,"SE","FT","Data Analyst",207300,"USD",207300,"US",0,"US","M"
2024,"SE","FT","Data Analyst",134500,"USD",134500,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",210000,"USD",210000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",95000,"USD",95000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",138750,"USD",138750,"US",0,"US","M"
2024,"EN","FT","Data Scientist",154800,"USD",154800,"US",0,"US","M"
2024,"MI","FT","AI Engineer",73100,"USD",73100,"US",0,"US","M"
2023,"EX","FT","Data Manager",75000,"USD",75000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",230000,"USD",230000,"US",0,"US","M"
2023,"SE","FT","Data Modeler",168400,"USD",168400,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",230000,"USD",230000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",157550,"USD",157550,"US",0,"US","M"
2024,"SE","FT","Research Engineer",146000,"USD",146000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",195000,"USD",195000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",178000,"USD",178000,"US",100,"US","M"
2024,"MI","FT","Data Analyst",82000,"USD",82000,"US",0,"US","M"
2024,"SE","FT","Data Analyst",126480,"USD",126480,"US",0,"US","M"
2024,"MI","FT","Data Scientist",90500,"USD",90500,"US",100,"US","M"
2023,"MI","FT","Business Intelligence Analyst",100631,"USD",100631,"CA",0,"CA","M"
2021,"MI","FT","Machine Learning Engineer",74000,"USD",74000,"JP",50,"JP","S"
2023,"SE","FT","Data Engineer",100000,"EUR",107968,"DE",100,"DE","M"
2023,"EN","FT","Analytics Engineer",34800,"EUR",37573,"NL",100,"NL","M"
2024,"MI","FT","Data Analyst",72500,"USD",72500,"US",0,"US","M"
2024,"SE","FT","Data Architect",154000,"USD",154000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",43000,"EUR",46426,"SI",0,"SI","M"
2024,"EN","FT","Data Analyst",108000,"USD",108000,"US",0,"US","M"
2023,"SE","FT","Data Manager",145000,"USD",145000,"US",0,"US","M"
2022,"MI","FT","Data Scientist",130000,"USD",130000,"US",0,"US","M"
2024,"SE","FT","ML Engineer",170000,"USD",170000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",178250,"USD",178250,"US",100,"US","M"
2023,"SE","FT","Data Engineer",58400,"USD",58400,"US",0,"US","M"
2023,"MI","FT","Data Engineer",190000,"USD",190000,"US",100,"US","M"
2024,"MI","FT","Data Product Manager",60000,"GBP",75000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",94000,"USD",94000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",53000,"USD",53000,"US",100,"US","M"
2024,"EN","FT","Data Analyst",96000,"USD",96000,"US",100,"US","M"
2022,"MI","FT","Data Engineer",60000,"GBP",73880,"GB",100,"GB","M"
2023,"SE","FT","Data Engineer",75000,"USD",75000,"US",0,"US","M"
2024,"MI","FT","Data Analyst",81650,"USD",81650,"US",0,"US","M"
2024,"SE","FT","Data Analytics Lead",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"CA",100,"CA","M"
2024,"SE","FT","Analytics Engineer",136675,"USD",136675,"US",100,"US","M"
2023,"MI","FT","Data Engineer",111000,"USD",111000,"US",100,"US","M"
2024,"MI","FT","Business Intelligence Engineer",165600,"USD",165600,"US",0,"US","L"
2023,"MI","FT","Data Engineer",75000,"USD",75000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",116000,"USD",116000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",158000,"USD",158000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",101000,"USD",101000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",108000,"USD",108000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",119636,"USD",119636,"US",0,"US","M"
2023,"SE","FT","Data Engineer",98500,"USD",98500,"US",0,"US","M"
2022,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Research Engineer",184800,"USD",184800,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",227700,"USD",227700,"US",100,"US","M"
2023,"SE","FT","Data Architect",110000,"USD",110000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",148594,"USD",148594,"US",0,"US","M"
2023,"SE","FT","Data Engineer",140000,"USD",140000,"US",100,"US","M"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"SE","FT","Data Analyst",94770,"USD",94770,"US",100,"US","M"
2024,"EN","FT","Business Intelligence Analyst",95000,"USD",95000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",72000,"EUR",77737,"ES",100,"ES","M"
2022,"SE","FT","Data Analyst",110000,"USD",110000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",185000,"USD",185000,"US",100,"US","M"
2022,"SE","FT","Machine Learning Manager",150000,"USD",150000,"US",100,"US","M"
2024,"SE","FT","Research Scientist",103300,"USD",103300,"US",0,"US","M"
2023,"SE","FT","Data Engineer",200000,"USD",200000,"US",0,"US","M"
2022,"EX","FT","Data Science Manager",260500,"USD",260500,"US",0,"US","M"
2022,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2024,"EX","FT","ML Engineer",183400,"USD",183400,"US",0,"US","M"
2023,"SE","FT","BI Analyst",112655,"USD",112655,"US",100,"US","M"
2022,"SE","FT","Data Scientist",120160,"USD",120160,"US",100,"US","M"
2024,"SE","FT","Data Analyst",100000,"USD",100000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",240000,"USD",240000,"US",0,"US","M"
2022,"SE","FT","Data Scientist",225000,"USD",225000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",215000,"USD",215000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",150000,"USD",150000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",229998,"USD",229998,"US",0,"US","L"
2024,"MI","FT","Business Intelligence Developer",67060,"USD",67060,"US",0,"US","M"
2024,"EN","FT","Data Analyst",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","ML Engineer",260000,"USD",260000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",108800,"USD",108800,"US",0,"US","M"
2024,"SE","FT","ML Engineer",357900,"USD",357900,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",127000,"USD",127000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",106800,"USD",106800,"US",0,"US","M"
2023,"EN","FT","Data Analyst",109900,"USD",109900,"US",0,"US","M"
2024,"SE","FT","Data Scientist",96600,"USD",96600,"US",0,"US","M"
2023,"SE","FT","Data Scientist",202600,"USD",202600,"US",100,"US","M"
2021,"MI","FT","Data Scientist",30400000,"CLP",40038,"CL",100,"CL","L"
2024,"MI","FT","Data Scientist",117000,"USD",117000,"US",0,"US","M"
2024,"MI","FT","Data Analyst",38400,"EUR",42666,"LV",0,"LV","M"
2023,"SE","FT","Data Scientist",130000,"USD",130000,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",97750,"USD",97750,"US",0,"US","M"
2022,"SE","FT","Data Scientist",168000,"USD",168000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",78000,"USD",78000,"US",0,"US","M"
2022,"SE","FT","Lead Machine Learning Engineer",66000,"EUR",69344,"PT",100,"PT","L"
2024,"SE","FT","Data Scientist",93300,"USD",93300,"EG",0,"EG","M"
2023,"SE","FT","Data Scientist",199000,"USD",199000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",106050,"USD",106050,"US",0,"US","M"
2023,"SE","FT","Data Science Practitioner",196500,"USD",196500,"US",0,"US","M"
2024,"MI","FT","Machine Learning Engineer",185800,"USD",185800,"US",100,"US","M"
2023,"MI","FT","Data Scientist",128750,"USD",128750,"US",0,"US","M"
2024,"EX","FT","Machine Learning Engineer",232000,"USD",232000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",295490,"USD",295490,"US",0,"US","M"
2022,"SE","FT","Data Architect",345600,"USD",345600,"US",0,"US","M"
2024,"MI","FT","AI Engineer",166000,"USD",166000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",80000,"USD",80000,"PL",100,"PL","M"
2023,"SE","FT","Data Engineer",251250,"USD",251250,"US",0,"US","M"
2023,"SE","FT","Data Engineer",194000,"USD",194000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",200000,"USD",200000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",155500,"USD",155500,"US",0,"US","M"
2022,"SE","FT","Analytics Engineer",231250,"USD",231250,"US",100,"US","M"
2024,"SE","FT","Data Science Lead",185000,"USD",185000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",45000,"GBP",55368,"GB",0,"GB","M"
2023,"SE","FT","Data Analyst",87500,"USD",87500,"US",0,"US","M"
2022,"MI","FT","Data Analyst",60000,"USD",60000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",146000,"USD",146000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",206000,"USD",206000,"US",100,"US","M"
2024,"EN","FT","Research Engineer",257400,"USD",257400,"US",0,"US","M"
2022,"SE","FT","Data Engineer",200000,"USD",200000,"PR",100,"PR","M"
2023,"MI","FT","Data Manager",70000,"USD",70000,"US",0,"US","M"
2024,"MI","FT","Business Intelligence Engineer",89500,"USD",89500,"US",100,"US","M"
2023,"MI","FT","Data Specialist",75000,"USD",75000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",225000,"USD",225000,"US",0,"US","M"
2022,"SE","FT","Data Architect",135000,"USD",135000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",153000,"USD",153000,"CA",100,"CA","M"
2022,"SE","FT","Data Scientist",104300,"USD",104300,"US",0,"US","L"
2024,"SE","FT","Data Engineer",100000,"USD",100000,"US",0,"US","M"
2023,"EN","FT","Research Analyst",72000,"USD",72000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",154500,"USD",154500,"US",100,"US","M"
2023,"SE","FT","Data Science Manager",245100,"USD",245100,"US",0,"US","M"
2022,"EN","FT","Machine Learning Engineer",189750,"USD",189750,"US",0,"US","M"
2024,"MI","FT","Data Science Manager",201450,"USD",201450,"US",100,"US","M"
2024,"EX","FT","Head of Data",250000,"USD",250000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",51962,"USD",51962,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Engineer",202800,"USD",202800,"US",0,"US","L"
2023,"SE","FT","Data Scientist",104000,"USD",104000,"US",100,"US","M"
2022,"SE","FT","Data Engineer",132320,"USD",132320,"US",0,"US","M"
2024,"SE","FT","Data Engineer",182600,"USD",182600,"US",0,"US","M"
2023,"SE","FT","Data Engineer",276000,"USD",276000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",225100,"USD",225100,"US",100,"US","M"
2023,"MI","FT","Machine Learning Engineer",180000,"USD",180000,"US",100,"US","M"
2024,"SE","FT","Business Intelligence",176875,"USD",176875,"US",0,"US","M"
2024,"SE","FT","Research Scientist",323300,"USD",323300,"US",0,"US","M"
2023,"SE","FT","Data Scientist",180000,"USD",180000,"US",0,"US","M"
2024,"EN","FT","Research Analyst",58400,"USD",58400,"US",0,"US","M"
2022,"SE","FT","Data Engineer",99000,"USD",99000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",100400,"USD",100400,"CA",0,"CA","M"
2023,"SE","FT","Machine Learning Engineer",125000,"USD",125000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",190500,"USD",190500,"CA",100,"CA","M"
2023,"MI","FT","Data Scientist",108560,"USD",108560,"US",0,"US","M"
2023,"SE","FT","Research Engineer",190000,"USD",190000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2024,"EX","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M"
2024,"SE","FT","Data Analyst",155000,"USD",155000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",121600,"USD",121600,"US",100,"US","M"
2023,"MI","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",186000,"USD",186000,"US",0,"US","M"
2024,"MI","FT","BI Developer",168000,"USD",168000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",65000,"USD",65000,"US",0,"US","M"
2023,"EN","FT","Applied Scientist",110680,"USD",110680,"US",0,"US","L"
2024,"SE","FT","Data Analyst",116000,"USD",116000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",154000,"USD",154000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",136000,"USD",136000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",92700,"USD",92700,"US",100,"US","M"
2024,"SE","FT","Machine Learning Scientist",196350,"USD",196350,"US",100,"US","M"
2023,"MI","FT","Data Analyst",133000,"USD",133000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",85300,"USD",85300,"CA",0,"CA","M"
2023,"SE","FT","Data Engineer",100000,"USD",100000,"US",0,"US","M"
2023,"EN","FT","Data Engineer",65000,"USD",65000,"US",0,"US","M"
2024,"MI","FT","Data Science",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","ETL Developer",182850,"USD",182850,"US",100,"US","M"
2023,"MI","FT","Data Specialist",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","ML Engineer",164000,"USD",164000,"US",100,"US","M"
2022,"SE","FT","Data Scientist",190000,"USD",190000,"US",0,"US","M"
2024,"EN","FT","Research Analyst",50000,"USD",50000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",97000,"USD",97000,"US",100,"US","M"
2023,"EN","FT","Data Analyst",83300,"USD",83300,"US",0,"US","M"
2023,"MI","FT","Research Scientist",210000,"USD",210000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",139000,"USD",139000,"US",0,"US","M"
2024,"SE","FT","Data Quality Analyst",80000,"GBP",100000,"GB",0,"GB","M"
2024,"EN","FT","Research Analyst",90000,"USD",90000,"US",0,"US","M"
2022,"SE","FT","Data Architect",144854,"USD",144854,"US",100,"US","M"
2024,"EN","FT","Data Analyst",116013,"USD",116013,"US",0,"US","M"
2023,"SE","FT","Data Engineer",130000,"USD",130000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",331640,"USD",331640,"US",0,"US","M"
2023,"EN","FT","Data Engineer",135000,"USD",135000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",125000,"USD",125000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",183600,"USD",183600,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L"
2024,"MI","FT","Data Engineer",67000,"USD",67000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",122700,"USD",122700,"US",0,"US","M"
2023,"SE","FT","Data Analyst",176000,"USD",176000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",105700,"USD",105700,"US",0,"US","L"
2023,"SE","FT","Analytics Engineer",105000,"USD",105000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",195000,"USD",195000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",261500,"USD",261500,"US",0,"US","L"
2023,"SE","FT","Applied Scientist",196000,"USD",196000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",95000,"USD",95000,"ES",100,"ES","M"
2023,"SE","FT","Data Analyst",106800,"USD",106800,"US",0,"US","M"
2023,"EX","FT","Data Engineer",200000,"USD",200000,"US",0,"US","M"
2023,"MI","FT","Data Analytics Manager",110000,"USD",110000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",165000,"USD",165000,"US",0,"US","M"
2024,"SE","FT","AI Engineer",310000,"USD",310000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",95000,"USD",95000,"US",100,"US","M"
2023,"MI","FT","Machine Learning Engineer",38000,"GBP",46755,"GB",100,"GB","M"
2023,"SE","FT","Computer Vision Software Engineer",50000,"EUR",53984,"NL",100,"CA","L"
2023,"SE","FT","Research Engineer",172000,"USD",172000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M"
2024,"SE","FT","ML Engineer",250000,"USD",250000,"US",0,"US","M"
2024,"MI","FT","Business Intelligence Manager",164700,"USD",164700,"US",0,"US","M"
2024,"MI","FT","Analytics Engineer",112000,"USD",112000,"US",100,"US","M"
2024,"SE","FT","Data Engineer",138400,"USD",138400,"US",100,"US","M"
2023,"SE","FT","Data Scientist",222800,"USD",222800,"US",0,"US","M"
2024,"SE","FT","Data Architect",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",85000,"USD",85000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",130410,"USD",130410,"US",0,"US","M"
2024,"SE","FT","Data Engineer",135000,"USD",135000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",247600,"USD",247600,"US",0,"US","L"
2023,"SE","FT","Research Engineer",240000,"USD",240000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",155000,"USD",155000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",120000,"USD",120000,"US",100,"US","M"
2023,"EN","FT","Data Analyst",88200,"USD",88200,"US",100,"US","M"
2024,"SE","FT","Data Engineer",210000,"USD",210000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",113000,"USD",113000,"US",0,"US","M"
2024,"MI","FT","Data Science",86000,"USD",86000,"US",0,"US","M"
2024,"SE","FT","Data Architect",231600,"USD",231600,"US",100,"US","M"
2023,"SE","FT","Data Scientist",95100,"USD",95100,"US",0,"US","M"
2022,"SE","FT","Machine Learning Engineer",193900,"USD",193900,"US",0,"US","M"
2023,"SE","FT","Data Analyst",82200,"USD",82200,"US",100,"US","M"
2024,"SE","FT","Data Scientist",146900,"USD",146900,"US",0,"US","M"
2024,"MI","FT","Research Scientist",165000,"USD",165000,"US",0,"US","M"
2023,"EX","FT","Head of Data Science",195800,"USD",195800,"US",0,"US","M"
2023,"MI","FT","Data Analyst",90000,"USD",90000,"US",0,"US","M"
2023,"MI","CT","Machine Learning Engineer",180000,"USD",180000,"US",100,"US","S"
2023,"EN","FT","Data Analyst",23000,"GBP",28299,"GB",0,"GB","M"
2023,"SE","FT","Data Scientist",45000,"EUR",48585,"ES",0,"ES","M"
2023,"SE","FT","Business Intelligence Engineer",225000,"USD",225000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",154600,"USD",154600,"US",0,"US","M"
2024,"SE","FT","Data Engineer",218500,"USD",218500,"US",0,"US","M"
